job_id,job_title,company,location,job_description,experience,education,salary_lpa,job_type,required_skills
JOB062616,AI Engineer,Cognizant,"Nagpur, Maharashtra","We are hiring a AI Engineer at Cognizant in Nagpur, Maharashtra. The role requires 0-1 years of experience and BSc Data Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Docker, NLP, TensorFlow, LLM. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Docker, NLP, TensorFlow, LLM is preferred. This is a internship opportunity.",,BSc Data Science,3.4,Internship,"Deep Learning, TensorFlow, NLP, LLM, Docker"
JOB123919,Cloud Engineer,Cognida,"Delhi, India","We are hiring a Cloud Engineer at Cognida in Delhi, India. The role requires 0-1 years of experience and Any Graduate or a related qualification. The candidate will develop and maintain solutions related to cloud engineer, and work on projects involving AWS, Git, Docker, Terraform, Kubernetes. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with AWS, Git, Docker, Terraform, Kubernetes is preferred. This is a internship opportunity.",0-1 years,Any Graduate,3.3,Internship,"Docker, Terraform, Kubernetes, AWS, Git"
JOB174543,java developer,Fractal Analytics,"Nagpur, Maharashtra"," We are hiring a Java Developer at Fractal Analytics in Nagpur ,, Maharashtra. The role requires 8-12 years of experience and MSc Data Science or a related qualification. The candidate will clean ,, transform and validate data ,, and work on projects involving Hibernate ,, Git ,, Docker ,, Microservices ,, Java ,, REST API. Key responsibilities include analyze business requirements and convert them into technical solutions ,, solving technical problems ,, improving performance ,, and communicating results. Experience w/ Hibernate ,, Git ,, Docker ,, Microservices ,, Java ,, REST API is preferred. This is a full-time opportunity. ",8-12 years,MSc Data Science,13.3,FULL-TIME,"Hibernate, REST API, Git, Spring Boot, Docker, Microservices, Java"
JOB067930,Data Analyst,Cognizant,"Bengaluru, Karnataka","We are hiring a Data Analyst at Cognizant in Bengaluru, Karnataka. The role requires 3-6 years of experience and BE Computer Engineering or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Python, Pandas, NumPy, Power BI, Statistics. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Python, Pandas, NumPy, Power BI, Statistics is preferred. This is a part-time opportunity.",3-6 years,Be Computer Engineering,6.5,Part-time,
JOB201247,AI Engineer,Fractal Analytics,"Mumbai, Maharashtra","We are hiring a AI Engineer at Fractal Analytics in Mumbai, Maharashtra. The role requires 8-12 years of experience and MBA or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving PyTorch, LLM, Docker, TensorFlow. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with PyTorch, LLM, Docker, TensorFlow is preferred. This is a contract opportunity.",8-12 years,MBA,12.3,Contract,"Python, Deep Learning, LLM, PyTorch, TensorFlow, NLP, Docker, Machine Learning"
JOB039943,Business Analyst,Walmart Global Tech,"Pune, Maharashtra","We are hiring a Business Analyst at Walmart Global Tech in Pune, Maharashtra. The role requires 0-1 years of experience and BTech Computer Science or a related qualification. The candidate will develop and maintain solutions related to business analyst, and work on projects involving Business Analysis, Tableau, Statistics, Power BI, Excel. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Business Analysis, Tableau, Statistics, Power BI, Excel is preferred. This is a full-time opportunity.",0-1 years,BTech Computer Science,4.0,Full-time,"Tableau, JIRA, Statistics, Power BI, SQL, Excel, Business Analysis"
JOB153517,DevOps Engineer,Mphasis,"Gurugram, Haryana","We are hiring a DevOps Engineer at Mphasis in Gurugram, Haryana. The role requires 5-8 years of experience and BCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving AWS, Jenkins, CI/CD, Git, Linux, Terraform. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with AWS, Jenkins, CI/CD, Git, Linux, Terraform is preferred. This is a internship opportunity.",5-8 years,BCA,8.3,Internship,"Jenkins, AWS, Terraform, Docker, Kubernetes, Linux, CI/CD, Git"
JOB031788,business analyst,Infosys,"HYDERABAD, TELANGANA","We are hiring a Business Analyst at Infosys in Hyderabad, Telangana. The role requires 1-3 years of experience and Any Graduate or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving Business Analysis, Excel, JIRA, Tableau, SQL. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Business Analysis, Excel, JIRA, Tableau, SQL is preferred. This is a part-time opportunity.",1-3 years,Any Graduate,5.5,Part-time,Tableau | SQL | JIRA | Excel | Business Analysis
JOB032908,DevOps Engineer,Accenture,"Ahmedabad, Gujarat","We are hiring a DevOps Engineer at Accenture in Ahmedabad, Gujarat. The role requires 5-8 years of experience and BSc Data Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving AWS, CI/CD, Git, Docker. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with AWS, CI/CD, Git, Docker is preferred. This is a internship opportunity.",5-8 years,BSc Data Science,9.1,Internship,"CI/CD, Docker, Git, AWS"
JOB216065,NLP Engineer,Amazon,"Hyderabad, Telangana"," We are hiring a NLP Engineer at Amazon in Hyderabad, Telangana. The role requires 8-12 years of experience & BE Computer Engineering or a related qualification. The candidate will write documentation & perform testing, & work on projects involving Transformers, NLTK, NLP, Machine Learning, SQL. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, & communicating results. Experience w/ Transformers, NLTK, NLP, Machine Learning, SQL is preferred. This is a part-time opportunity. ",8-12 years ,BE Computer Engineering,13.9,Part-time,"NLP, Machine Learning, Python, SQL, Transformers, NLTK"
JOB026848,SQL Developer,IBM,"Delhi, India","We are hiring a SQL Developer at IBM in Delhi, India. The role requires 5-8 years of experience and MCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Database Design, ETL, MySQL, SQL Server. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Database Design, ETL, MySQL, SQL Server is preferred. This is a part-time opportunity.",5-8 years, MCA ,10.0,Part-time,Database Design | MySQL | SQL Server | ETL
JOB019448,Software Engineer,Oracle,"Hyderabad, Telangana","We are hiring a Software Engineer at Oracle in Hyderabad, Telangana. The role requires 5-8 years of experience and BCA or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Docker, Java, Git, Python. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Docker, Java, Git, Python is preferred. This is a part-time opportunity.",5-8 years,BCA,10.1,part-time,"SQL, REST API, C++, Java, Git, Python, Docker"
JOB164865,DevOps Engineer,Bosch,"Delhi, India","We are hiring a DevOps Engineer at Bosch in Delhi, India. The role requires 0-1 years of experience and MCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Linux, Jenkins, AWS, Docker, CI/CD. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Linux, Jenkins, AWS, Docker, CI/CD is preferred. This is a contract opportunity.",0-1 years,MCA,4.9,Contract,"Jenkins, Terraform, CI/CD, Linux, Docker, AWS"
JOB090200,NLP Engineer,Capgemini,"Pune, Maharashtra","We are hiring a NLP Engineer at Capgemini in Pune, Maharashtra. The role requires 2-5 years of experience and BE Computer Engineering or a related qualification. The candidate will write documentation and perform testing, and work on projects involving NLTK, Transformers, BERT, spaCy, Machine Learning, Python, SQL. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with NLTK, Transformers, BERT, spaCy, Machine Learning, Python, SQL is preferred. This is a full-time opportunity.",2-5 years,BE Computer Engineering,7.2,Full-time,"spaCy, Transformers, Machine Learning, Python, NLP, SQL, NLTK, BERT"
JOB053050,Power BI Developer,Tcs,"Ahmedabad, Gujarat","We are hiring a Power BI Developer at TCS in Ahmedabad, Gujarat. The role requires 8-12 years of experience and BSc Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving DAX, Data Modeling, SQL, Power BI, Excel, ETL. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with DAX, Data Modeling, SQL, Power BI, Excel, ETL is preferred. This is a contract opportunity.",8-12 years,BSc Computer Science,13.2,Contract,"ETL, SQL, Excel, Power BI, Data Modeling, Power Query, DAX"
JOB186533,AI ENGINEER,TechNova Solutions,"Chennai, Tamil Nadu","We are hiring a AI Engineer at TechNova Solutions in Chennai, Tamil Nadu. The role requires 8-12 years of experience and BCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving PyTorch, Deep Learning, Docker, TensorFlow. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with PyTorch, Deep Learning, Docker, TensorFlow is preferred. This is a contract opportunity.",8-12 years,BCA,12.2,Contract,"PyTorch, Deep Learning, Docker, TensorFlow, NLP, Python, LLM, Machine Learning"
JOB039034,Cloud Engineer,IBM,"mumbai, maharashtra","We are hiring a Cloud Engineer at IBM in Mumbai, Maharashtra. The role requires 8-12 years of experience and MCA or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Git, Terraform, AWS, Docker. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with Git, Terraform, AWS, Docker is preferred. This is a full-time opportunity.",8-12 years,MCA,13,Full-time,"Docker, Azure, Git, Kubernetes, CI/CD, AWS, Linux, Terraform"
JOB250883,Data Analyst,Zoho,"Gurugram, Haryana","We are hiring a Data Analyst at Zoho in Gurugram, Haryana. The role requires 2-5 years of experience and MCA or a related qualification. The candidate will develop and maintain solutions related to data analyst, and work on projects involving Tableau, Python, Power BI, SQL, Statistics. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Tableau, Python, Power BI, SQL, Statistics is preferred. This is a part-time opportunity.",2-5 years,MCA,7.0,Part-time,"Statistics, Power BI, Tableau, SQL, Python"
JOB017700,CLOUD ENGINEER,Fractal Analytics,"Nashik, Maharashtra","We are hiring a Cloud Engineer at Fractal Analytics in Nashik, Maharashtra. The role requires 5-8 years of experience and MSc Data Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving AWS, Terraform, CI/CD, Azure, Kubernetes. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with AWS, Terraform, CI/CD, Azure, Kubernetes is preferred. This is a internship opportunity.",5-8 years,Msc Data Science,9.1,Internship,"Azure, Terraform, CI/CD, AWS, Kubernetes"
JOB017217,Software Engineer,Wipro,"Nagpur, Maharashtra ","We are hiring a Software Engineer at Wipro in Nagpur, Maharashtra. The role requires 5-8 years of experience and BSc Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Java, C++, REST API, Git, Agile, Docker. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Java, C++, REST API, Git, Agile, Docker is preferred. This is a internship opportunity.",5-8 years,BSc Computer Science,8.9,Internship,"SQL, REST API, Docker, C++, Git, Agile, Python, Java"
JOB033733,Data Scientist,Tech Mahindra,"Noida, Uttar Pradesh","We are hiring a Data Scientist at Tech Mahindra in Noida, Uttar Pradesh. The role requires 0-1 years of experience and BTech Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Statistics, Python, Pandas, Machine Learning. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Statistics, Python, Pandas, Machine Learning is preferred. This is a internship opportunity.", 0-1 years,BTech Computer Science,3.3,Internship,"TensorFlow, Statistics, Python, Pandas, Machine Learning"
JOB261762,Data Analyst,TCS,"Hyderabad, Telangana","We are hiring a Data Analyst at TCS in Hyderabad, Telangana. The role requires 2-5 years of experience and MBA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving SQL, Python, Power BI, NumPy, Excel. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with SQL, Python, Power BI, NumPy, Excel is preferred. This is a full-time opportunity.",2-5 years,MBA,4.8,Full-time,"python,power bi,numpy,sql,excel"
JOB075778,Machine Learning Engineer,HCLTech,"Nagpur, Maharashtra","We are hiring a Machine Learning Engineer at HCLTech in Nagpur, Maharashtra. The role requires 0-1 years of experience and MCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Machine Learning, TensorFlow, Docker, SQL, PyTorch. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Machine Learning, TensorFlow, Docker, SQL, PyTorch is preferred. This is a internship opportunity.",0-1 years,MCA,3.8,Internship,"Docker, TensorFlow, PyTorch, Machine Learning, SQL"
JOB209666,Data Engineer,Persistent Systems,"Hyderabad, Telangana","We are hiring a Data Engineer at Persistent Systems in Hyderabad, Telangana. The role requires 3-6 years of experience and MSc Data Science or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Python, Airflow, Spark, SQL. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Python, Airflow, Spark, SQL is preferred. This is a part-time opportunity.",3-6 years,MSc Data Science,6.4,Part-Time,"Spark, AWS, Python, Airflow, SQL, Databricks"
JOB155058,Data Scientist,Microsoft,"Chennai, Tamil Nadu","We are hiring a Data Scientist at Microsoft in Chennai ,, Tamil Nadu. The role requires 8-12 yrs of experience & BCA or a related qualification. The candidate will analyze business requirements & convert them into technical solutions ,, & work on projects involving Python ,, Statistics ,, Scikit-learn ,, Pandas. Key responsibilities include write documentation & perform testing ,, solving technical problems ,, improving performance ,, & communicating results. Experience with Python ,, Statistics ,, Scikit-learn ,, Pandas is preferred. This is a part-time opportunity. ",8-12 years,BCA,12.1,Part-time,"Python, Scikit-learn, Statistics, Pandas"
JOB255387,Software Engineer,IBM,"Bengaluru, Karnataka","We are hiring a Software Engineer at IBM in Bengaluru, Karnataka. The role requires 8-12 years of experience and MBA or a related qualification. The candidate will clean, transform and validate data, and work on projects involving Java, REST API, Docker, C++, Python, Git. Key responsibilities include develop and maintain solutions related to software engineer, solving technical problems, improving performance, and communicating results. Experience with Java, REST API, Docker, C++, Python, Git is preferred. This is a part-time opportunity.",8-12 years,MBA,13.1,Part-Time,"Python, C++, REST API, Java, Docker, Agile, Git"
JOB148004,Business Analyst,Mphasis,"Chennai, Tamil Nadu","We are hiring a Business Analyst at Mphasis in Chennai, Tamil Nadu. The role requires 3-6 years of experience and BTech Computer Science or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Business Analysis, Power BI, Excel, JIRA, SQL. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Business Analysis, Power BI, Excel, JIRA, SQL is preferred. This is a full-time opportunity.",3-6 years,BTech Computer Science,6.0, Full-time,"SQL, JIRA, Excel, Statistics, Tableau, Business Analysis, Power BI"
JOB185856,Python Developer,Tech Mahindra,"Ahmedabad, Gujarat","We are hiring a Python Developer at Tech Mahindra in Ahmedabad, Gujarat. The role requires 1-3 years of experience and MBA or a related qualification. The candidate will write documentation and perform testing, and work on projects involving REST API, FastAPI, Git, SQL. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with REST API, FastAPI, Git, SQL is preferred. This is a full-time opportunity.",1-3 years,MBA,4.7,Full-time,"Git, REST API, SQL, FastAPI"
JOB008418, Machine Learning Engineer,Cognida,"Nagpur, Maharashtra"," We are hiring a Machine Learning Engineer at Cognida in Nagpur , Maharashtra. The role requires 1-3 years of experience & MCA or a related qualification. The candidate will develop & maintain solutions related to machine learning engineer , & work on projects involving AWS , Docker , PyTorch , TensorFlow , Python. Key responsibilities include write documentation & perform testing , solving technical problems , improving performance , & communicating results. Experience with AWS , Docker , PyTorch , TensorFlow , Python is preferred. This is a part-time opportunity. ",1-3 years,MCA,4.2,Part-time,"PyTorch, AWS, Docker, TensorFlow, Python"
JOB083843,Data Scientist,Microsoft,"Hyderabad, Telangana","We are hiring a Data Scientist at Microsoft in Hyderabad, Telangana. The role requires 1-3 years of experience and BTech Computer Science or a related qualification. The candidate will develop and maintain solutions related to data scientist, and work on projects involving Statistics, Pandas, SQL, Scikit-learn. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Statistics, Pandas, SQL, Scikit-learn is preferred. This is a contract opportunity.",1-3 years,BTech Computer Science,5.4,Contract,"pandas,statistics,numpy,sql,machine learning,python,scikit-learn,tensorflow"
JOB268531,NLP Engineer,Oracle,"nagpur, maharashtra","We are hiring a NLP Engineer at Oracle in Nagpur, Maharashtra. The role requires 2-5 years of experience and BE Computer Engineering or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving SQL, NLTK, spaCy, NLP, Transformers, BERT. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with SQL, NLTK, spaCy, NLP, Transformers, BERT is preferred. This is a full-time opportunity.",2-5 years,BE Computer Engineering,5.7,Full-time,"Transformers, BERT, NLP, SQL, NLTK, spaCy"
JOB260860,Python Developer,Persistent Systems,,"We are hiring a Python Developer at Persistent Systems in Gurugram, Haryana. The role requires 2-5 years of experience and BTech Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Flask, Python, REST API, FastAPI, Django, SQL, Docker. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Flask, Python, REST API, FastAPI, Django, SQL, Docker is preferred. This is a contract opportunity.",2-5 years,BTech Computer Science,5.2,Contract,"SQL, Flask, Docker, Python, Django, REST API, FastAPI"
JOB071543,Python Developer, Deloitte ,"Nashik, Maharashtra"," We are hiring a Python Developer at Deloitte in Nashik , Maharashtra. The role requires 2-5 years of experience and BE Computer Engineering or a related qualification. The candidate will clean , transform and validate data , and work on projects involving Python , SQL , REST API , Git , Flask. Key responsibilities include analyze business requirements and convert them into technical solutions , solving technical problems , improving performance , and communicating results. Experience with Python , SQL , REST API , Git , Flask is preferred. This is a contract opportunity. ",2-5 years,BE Computer Engineering,7.0,CONTRACT,django | git | flask | python | rest api | sql
JOB181834,SQL Developer,BOSCH,"Noida, Uttar Pradesh","  We are hiring a SQL Developer at Bosch in Noida, Uttar Pradesh . The role requires 0-1 years of exp and BTech Computer Science or a related qualification . The candidate will write documentation and perform testing, and work on projects involving ETL, MySQL, SQL Server, PostgreSQL . Key responsibilities include develop and maintain solutions related to sql developer, solving technical problems, improving performance, and communicating results . Experience w/ ETL, MySQL, SQL Server, PostgreSQL is preferred . This is a contract opportunity .  ",0-1 years,BTECH COMPUTER SCIENCE, 4.2 ,Contract,"PostgreSQL, ETL, MySQL, SQL Server"
JOB246022,Data Analyst,Amazon,"Bengaluru, Karnataka","We are hiring a Data Analyst at Amazon in Bengaluru, Karnataka. The role requires 0-1 years of experience and BSc Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Pandas, Tableau, Python, NumPy. Key responsibilities include develop and maintain solutions related to data analyst, solving technical problems, improving performance, and communicating results. Experience with Pandas, Tableau, Python, NumPy is preferred. This is a internship opportunity.",0-1 years ,BSc Computer Science,4.3,Internship,"Python, Tableau, Pandas, NumPy"
JOB016101,NLP Engineer,Bosch,"Nashik, Maharashtra","We are hiring a NLP Engineer at Bosch in Nashik, Maharashtra. The role requires 5-8 years of experience and MSc Data Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving SQL, NLP, Python, spaCy. Key responsibilities include develop and maintain solutions related to nlp engineer, solving technical problems, improving performance, and communicating results. Experience with SQL, NLP, Python, spaCy is preferred. This is a full-time opportunity.",5-8 years,MSc Data Science,9.2,Full-time,"spaCy, Python, NLP, SQL"
JOB132073,Java Developer,Cognizant,"Delhi, India","We are hiring a Java Developer at Cognizant in Delhi, India. The role requires 1-3 years of experience and BTech Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Spring Boot, Docker, SQL, Git. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Spring Boot, Docker, SQL, Git is preferred. This is a contract opportunity.",1-3 years,BTech Computer Science,5.1,Contract,"Java, Microservices, Spring Boot, SQL, Git, Docker"
JOB054881,AI Engineer,fractal analytics,"Ahmedabad, Gujarat","We are hiring a AI Engineer at Fractal Analytics in Ahmedabad, Gujarat. The role requires 3-6 years of experience and Any Graduate or a related qualification. The candidate will develop and maintain solutions related to ai engineer, and work on projects involving Machine Learning, Python, NLP, Deep Learning. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Machine Learning, Python, NLP, Deep Learning is preferred. This is a full-time opportunity.",3-6 years,Any Graduate,7.9,Full-time,"Machine Learning, NLP, Docker, TensorFlow, Deep Learning, Python"
JOB024197,Data Analyst,IBM,"Remote, India","We are hiring a Data Analyst at IBM in Remote, India. The role requires 0-1 years of experience and BTech Computer Science or a related qualification. The candidate will clean, transform and validate data, and work on projects involving NumPy, Tableau, Power BI, Statistics. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with NumPy, Tableau, Power BI, Statistics is preferred. This is a contract opportunity.",0-1 years,BTech Computer Science ,4.8, Contract ,"Power BI,Statistics,NumPy,Tableau"
JOB114097,Software Engineer,Cognizant,"Nagpur, Maharashtra ","We are hiring a Software Engineer at Cognizant in Nagpur, Maharashtra. The role requires 1-3 years of experience and BTech Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving SQL, Java, Git, Agile, Python, REST API. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with SQL, Java, Git, Agile, Python, REST API is preferred. This is a full-time opportunity.",1-3 years,BTech Computer Science,4.9,Full-time,"Java, Git, SQL, C++, REST API, Python, Agile"
JOB132563,DevOps Engineer ,Capgemini,"Bengaluru, Karnataka","We are hiring a DevOps Engineer at Capgemini in Bengaluru, Karnataka. The role requires 8-12 years of experience and BSc Data Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Git, CI/CD, AWS, Terraform. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Git, CI/CD, AWS, Terraform is preferred. This is a contract opportunity.",8-12 years,BSc Data Science,12.6,Contract,"AWS, Git, CI/CD, Terraform"
JOB199527,Java Developer,Cognizant,"Pune, Maharashtra","We are hiring a Java Developer at Cognizant in Pune, Maharashtra. The role requires 1-3 years of experience and MBA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Docker, REST API, Hibernate, Spring Boot. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Docker, REST API, Hibernate, Spring Boot is preferred. This is a internship opportunity.",1-3 years,MBA,5.1,Internship,"REST API, Spring Boot, Docker, Java, Hibernate, Microservices"
JOB106823,Web Developer,Cognida,"Nagpur, Maharashtra","We are hiring a Web Developer at Cognida in Nagpur, Maharashtra. The role requires 1-3 years of experience and BSc Data Science or a related qualification. The candidate will clean, transform and validate data, and work on projects involving CSS, MongoDB, Git, JavaScript, REST API, HTML. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with CSS, MongoDB, Git, JavaScript, REST API, HTML is preferred. This is a contract opportunity.",1-3 years,BSc Data Science,4.9, CONTRACT,"JavaScript, HTML, Git, MongoDB, REST API, CSS"
JOB277346,Data Analyst,Accenture,"Hyderabad, Telangana","We are hiring a Data Analyst at Accenture in Hyderabad, Telangana. The role requires 0-1 years of experience and MCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Pandas, Tableau, SQL, Excel, NumPy. Key responsibilities include develop and maintain solutions related to data analyst, solving technical problems, improving performance, and communicating results. Experience with Pandas, Tableau, SQL, Excel, NumPy is preferred. This is a internship opportunity.",0-1 years,MCA,2.8,Internship,"Tableau, Pandas, SQL, Excel, NumPy"
JOB269305,Cloud Engineer,Fractal Analytics,,"We are hiring a Cloud Engineer at Fractal Analytics in Mumbai, Maharashtra . The role requires 0-1 years of experience & MCA or a related qualification . The candidate will write documentation & perform testing, & work on projects involving Git, Kubernetes, Terraform, Azure, CI/CD . Key responsibilities include write documentation & perform testing, solving technical problems, improving performance, & communicating results . Experience with Git, Kubernetes, Terraform, Azure, CI/CD is preferred . This is a internship opportunity . ",0-1 years,MCA,3.4,Internship,"Kubernetes, Terraform, CI/CD, Azure, Git"
JOB209708,Java Developer,Accenture,"Pune, Maharashtra","We are hiring a Java Developer at Accenture in Pune, Maharashtra. The role requires 3-6 years of experience and BSc Data Science or a related qualification. The candidate will develop and maintain solutions related to java developer, and work on projects involving SQL, Docker, Git, Java. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with SQL, Docker, Git, Java is preferred. This is a contract opportunity.",3-6 years,BSc Data Science,7.3,Contract,java | docker | sql | spring boot | git
JOB073321,Web Developer,Fractal Analytics ,"Delhi, India","We are hiring a Web Developer at Fractal Analytics in Delhi, India. The role requires 2-5 years of experience and Any Graduate or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving CSS, Git, Node.js, HTML, JavaScript. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with CSS, Git, Node.js, HTML, JavaScript is preferred. This is a contract opportunity.",2-5 years,Any Graduate,7.1,Contract,"Git, CSS, Node.js, HTML, JavaScript"
JOB060474,Ai Engineer,Mphasis,"Delhi, India","We are hiring a AI Engineer at Mphasis in Delhi, India. The role requires 8-12 years of experience and MBA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Machine Learning, Deep Learning, TensorFlow, NLP, Docker, LLM. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Machine Learning, Deep Learning, TensorFlow, NLP, Docker, LLM is preferred. This is a contract opportunity.",8-12 years,MBA,13.1,Contract,"Deep Learning, PyTorch, TensorFlow, NLP, Python, Docker, Machine Learning, LLM"
JOB032999,Web Developer,Fractal Analytics,"Noida, Uttar Pradesh","We are hiring a Web Developer at Fractal Analytics in Noida, Uttar Pradesh. The role requires 1-3 years of experience and MBA or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Git, Node.js, React, JavaScript. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with Git, Node.js, React, JavaScript is preferred. This is a part-time opportunity.",1-3 years,MBA,4.1,Part-time,"git,node.js,javascript,react"
JOB230065,SQL Developer,Tech Mahindra,"Nagpur, Maharashtra","We are hiring a SQL Developer at Tech Mahindra in Nagpur, Maharashtra. The role requires 1-3 years of experience and BSc Data Science or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving ETL, SQL, MySQL, Database Design, Python, PostgreSQL. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with ETL, SQL, MySQL, Database Design, Python, PostgreSQL is preferred. This is a contract opportunity.",1-3 years,BSc Data Science,5.9,Contract,"Database Design, Python, PostgreSQL, SQL, SQL Server, MySQL, ETL"
JOB271680,Cloud Engineer,Wipro," Ahmedabad, Gujarat ","We are hiring a Cloud Engineer at Wipro in Ahmedabad, Gujarat. The role requires 2-5 years of experience and Any Graduate or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Kubernetes, Docker, AWS, Linux. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Kubernetes, Docker, AWS, Linux is preferred. This is a contract opportunity.",2-5 years,Any Graduate,6.8,Contract,
