Employee ID,Department,Salary,Experience,Gender,Attrition,Performance,Education
EMP102162,IT,1269512,7,Male,No,Good,BCA
EMP102163,Administration,1861983,13,Female,No,Excellent,M.Com
EMP102164,Marketing,771730,4,Male,No,Good,BCA
EMP102165,Finance,666691,3,Male,No,Poor,M.Sc
EMP102166,Sales,1027160,5,Female,No,Poor,M.Sc
EMP102167,Legal,1418575,7,Female,No,Excellent,PhD
EMP102168,HR,608800,3,Female,No,Poor,BBA
EMP102169,Finance,532926,0,Female,Yes,Excellent,BCA
EMP102170,Finance,610126,2,Male,No,Good,M.Tech
EMP102171,Operations,964225,5,Male,No,Good,BE
EMP102172,FINANCE,487977,0,Female,No,Average,BCA
EMP102173,Administration,480550,1,Male,Yes,Good,M.Sc
EMP102174,Marketing,2080956,11,Male,No,Poor,PhD
EMP102175,Sales,1067339,7,Female,No,Excellent,M.Com
EMP102177,Finance,1222061,7,Male,No,Average,B.Tech
EMP102178,IT,1385263,9,Male,No,Average,BBA
EMP102179,IT,1115265,6,Male,No,Average,MBA
EMP102180,Operations,1401757,7,Female,No,Good,MCA
EMP102181,HR,1538372,12,Male,No,Poor,B.Com
EMP102182,HR,427107,1,Female,No,Excellent,BBA
EMP102183,Sales,1688218,11,Female,No,Poor,B.Com
EMP102184,Sales,1092190,9,Male,No,Average,B.Com
EMP102185,Sales,907938,6,Female,No,Good,MCA
EMP102186,Marketing,650377,2,Female,No,Good,M.Com
EMP102187,Operations,1015363,6,Male,No,Good,PhD
EMP102188,Operations,1657758,15,Male,No,Good,BE
EMP102189,Sales,1298118,10,Female,No,Excellent,M.Tech
EMP102190,Sales,2865780,16,Male,No,Good,B.Com
EMP102191,R&D,1509425,9,Female,No,Excellent,BBA
EMP102192,Marketing,532800,1,Female,No,Average,MCA
EMP102193,Operations,1542821,14,Female,No,Excellent,M.Com
EMP102194,Customer Support,1955984,16,Female,No,Average,MCA
EMP102195,Administration,350000,0,Female,Yes,Average,M.Com
EMP102196,HR,1206822,7,Male,No,Average,B.Sc
EMP102197,Finance,1695876,11,Male,No,Poor,M.Com
EMP102198,Operations,1331123,8,Male,No,Excellent,BE
EMP102199,Customer Support,461651,3,Female,Yes,Good,MCA
EMP102200,Finance,1531550,9,Male,Yes,Good,BE
EMP102201,Customer Support,753673,5,Male,No,Excellent,PhD
EMP102202,R&D,1897769,15,Male,No,Excellent,MCA
EMP102203,Administration,749555,4,Female,No,Excellent,B.Sc
EMP102204,Operations,1292265,10,Male,No,Poor,PhD
EMP102205,Customer Support,1209116,8,Female,Yes,Excellent,MBA
EMP102206,R&D,1651331,7,Female,No,Average,MBA
EMP102207,IT,1595347,8,Female,No,Excellent,MBA
EMP102208,Sales,1150224,7,Female,No,Good,BCA
EMP102209,Administration,454658,0,Male,No,Good,B.Sc
EMP102210,Marketing,666790,3,Male,No,Excellent,BCA
EMP102211,Legal,1232409,6,Female,No,Good,MBA
EMP102212,Operations,1539194,11,Male,No,Average,B.Com
EMP102213,Operations,426613,1,Female,No,Excellent,M.Tech
EMP102214,Marketing,1728234,13,Male,No,Excellent,PhD
EMP102215,Legal,1781127,10,Male,No,Average,M.Sc
EMP102216,IT,538277,0,Female,No,Good,B.Com
EMP102217,Marketing,1291813,8,Female,No,Excellent,B.Com
EMP102218,Customer Support,799501,4,Male,No,Average,PhD
EMP102219,Finance,1278508,8,Male,No,Average,BE
EMP102220,Administration,949091,4,Male,No,Good,BE
EMP102221,Finance,1177398,10,Male,No,Average,B.Sc
EMP102222,Legal,2095087,14,Male,No,Good,M.Sc
EMP102223,Legal,2542269,14,Male,No,Poor,M.Com
EMP102224,Operations,3346323,21,Male,No,Average,B.Sc
EMP102225,Marketing,753699,3,Male,Yes,Poor,MBA
EMP102226,IT,2107950,11,Female,No,Excellent,B.Com
EMP102227,Legal,521521,0,Male,No,Excellent,B.Sc
EMP102228,Administration,605755,3,Female,Yes,Good,M.Sc
EMP102229,Administration,356318,1,Female,No,Good,M.Com
EMP102230,Marketing,2158256,11,Male,No,Average,BBA
EMP102231,R&D,2020077,12,Female,Yes,Average,BBA
EMP102232,IT,1192800,8,Female,No,Good,M.Com
EMP102233,Finance,411601,1,Male,No,Good,M.Sc
EMP102234,Customer Support,1256610,8,Female,No,Good,BBA
EMP102235,Sales,1293194,8,Male,No,Good,BBA
EMP102236,Finance,869976,4,Male,Yes,Excellent,MBA
EMP102237,IT,793948,3,Female,No,Good,BCA
EMP102238,Customer Support,1485880,11,Female,No,Poor,B.Tech
EMP102239,Marketing,669061,2,Male,No,Good,BCA
EMP102240,Sales,1166532,10,Male,No,Average,M.Tech
EMP102241,Finance,1165543,8,Male,No,Excellent,B.Sc
EMP102242,IT,2309545,12,Male,Yes,Average,BCA
EMP102243,R&D,880758,4,Male,No,Good,MBA
EMP102244,Legal,489189,0,Male,Yes,Good,MBA
EMP102245,Administration,1159804,7,Male,No,Excellent,B.Tech
EMP102246,Customer Support,701059,5,Male,No,Excellent,PhD
EMP102247,Sales,515904,0,Male,No,Good,MCA
EMP102248,Finance,798253,6,Male,No,Good,BBA
EMP102249,Sales,1063915,9,Female,No,Poor,BE
EMP102250,R&D,2301573,11,Female,No,Good,MCA
EMP102251,Sales,939693,5,Male,No,Average,B.Tech
EMP102252,Sales,819481,6,Male,No,Average,B.Com
EMP102253,R&D,943272,5,Male,No,Good,PhD
EMP102254,Marketing,1047024,5,Male,No,Poor,BCA
EMP102255,Administration,1935042,12,Female,No,Average,BE
EMP102256,Operations,1424773,7,Female,No,Excellent,BCA
EMP102257,Customer Support,625307,2,Male,No,Good,M.Sc
EMP102258,IT,2358654,11,Female,No,Excellent,BE
EMP102259,HR,1356531,7,Female,No,Average,B.Sc
EMP102260,HR,596830,2,Female,Yes,Excellent,M.Tech
EMP102261,Finance,425990,0,Female,No,Excellent,BE
EMP102262,Marketing,1396859,10,Female,No,Poor,B.Tech
EMP102263,IT,1433674,10,Male,No,Excellent,BBA
EMP102264,Marketing,1188347,7,Male,No,Excellent,MBA
EMP102265,Legal,1153880,4,Female,No,Average,M.Com
EMP102266,IT,1366587,7,Female,No,Good,B.Sc
EMP102267,Administration,737184,5,Male,No,Good,b.tech
EMP102268,Legal,2088565,13,Male,No,Good,BE
EMP102269,Finance,854937,5,Female,No,Good,BCA
EMP102270,Operations,1208382,10,Female,Yes,Good,BE
EMP102271,R&D,615765,2,Female,No,Good,M.Tech
EMP102272,IT,2586956,18,Male,No,Average,BE
EMP102273,IT,1346075,10,Male,No,Good,M.Com
EMP102274,IT,2131805,11,Male,No,Average,MBA
EMP102275,HR,999620,5,Female,No,Average,PhD
EMP102276,Customer Support,665098,5,Male,No,Good,MCA
EMP102277,Sales,379990,0,Female,No,Good,B.Tech
EMP102278,Administration,2137429,17,Female,No,Good,M.Sc
EMP102279,R&D,1815557,12,Male,No,Excellent,B.Com
EMP102280,Marketing,1739197,12,Female,No,Average,B.Sc
EMP102281,Marketing,639646,3,Male,No,Good,M.Sc
EMP102282,Legal,591784,1,Male,No,Good,MBA
EMP102283,HR,1237828,9,Female,No,Excellent,MBA
EMP102284,Customer Support,1243184,8,Female,No,Good,MCA
EMP102285,R&D,551779,0,Male,Yes,Average,MBA
EMP102286,Operations,598585,3,Female,No,Good,BBA
EMP102287,Administration,1254451,8,Male,No,Excellent,BCA
EMP102288,IT,1282911,8,Male,No,Good,B.Sc
EMP102289,HR,750395,4,Female,No,Excellent,B.Com
EMP102291,Legal,870353,2,Female,No,Good,BE
EMP102292,Customer Support,833801,4,Male,No,Average,B.Com
EMP102293,Legal,1716335,10,Male,No,Excellent,PhD
EMP102294,HR,1519113,14,Male,No,good,PhD
EMP102295,Customer Support,1192941,8,Female,No,Good,PhD
EMP102296,Legal,726370,2,Male,No,Average,B.Com
EMP102297,Administration,1321023,9,Female,No,Good,B.Sc
EMP102298,R&D,3170446,16,Male,No,Poor,BBA
EMP102299,HR,1377542,9,Male,No,Excellent,B.Sc
EMP102300,Finance,2570930,18,Male,No,Average,PhD
EMP102301,Sales,970659,5,Male,No,Excellent,BCA
EMP102302,Administration,710445,6,Male,No,Good,B.Com
EMP102303,IT,1251772,8,Female,No,Poor,M.Tech
EMP102304,Customer Support,931037,8,Male,No,Poor,M.Sc
EMP102305,R&D,577539,1,Female,No,Average,BE
EMP102306,HR,720635,5,Female,Yes,Average,B.Tech
EMP102307,Sales,876271,4,Male,No,Average,B.Sc
EMP102308,HR,887962,6,Female,No,Average,M.Com
EMP102309,Finance,1299108,7,Male,No,Good,PhD
EMP102310,Sales,1468773,9,Male,No,Good,M.Sc
EMP102311,Operations,2051174,16,Female,No,Good,BBA
EMP102312,Operations,1024654,7,Female,No,Average,M.Com
EMP102313,Marketing,410097,0,Female,No,Excellent,M.Tech
EMP102314,Administration,1826787,13,Female,No,Average,B.Tech
EMP102315,Operations,2676295,16,Male,No,Good,B.Tech
EMP102316,Operations,399699,1,Male,No,Average,BCA
EMP102317,IT,2274564,11,Female,No,Poor,M.Sc
EMP102318,Administration,1417198,14,Female,No,Excellent,BCA
EMP102319,HR,410997,1,Female,Yes,Good,MCA
EMP102320,Sales,598486,2,Male,No,Good,BCA
EMP102321,Marketing,1607489,11,Male,No,Excellent,B.Com
EMP102322,Finance,916851,6,Female,No,Good,M.Sc
EMP102323,Administration,1329761,9,Female,No,Excellent,BCA
EMP102324,Finance,1056639,4,Female,No,Good,M.Com
EMP102325,IT,1004221,4,Male,No,Good,B.Tech
EMP102326,R&D,437378,0,Male,Yes,Average,MCA
EMP102327,Operations,2775081,18,Male,No,Average,M.Com
EMP102328,Operations,1563563,14,Male,No,Good,M.Sc
EMP102329,Administration,1749919,12,Male,No,Good,M.Sc
EMP102330,R&D,2379772,11,Male,Yes,Excellent,BE
EMP102331,Sales,1660366,12,Male,No,Good,B.Sc
EMP102332,Customer Support,1275407,10,Male,Yes,Excellent,B.Com
EMP102333,Sales,713323,2,Female,No,Good,MBA
EMP102334,HR,1294807,9,Male,Yes,Average,PhD
EMP102335,HR,1006432,10,Female,No,Average,BCA
EMP102336,HR,1111148,7,Female,No,Good,B.Com
EMP102337,IT,1556189,8,Male,No,Average,PhD
EMP102338,Legal,1582014,9,Female,No,Good,BE
EMP102339,Sales,1642537,11,Female,No,Excellent,M.Sc
EMP102340,Administration,631878,3,Female,No,Average,MBA
EMP102341,Administration,559933,2,Female,No,Good,BCA
EMP102342,Legal,2511513,11,Male,No,Good,B.Tech
EMP102343,Legal,1388416,7,Male,No,Good,M.Sc
EMP102344,HR,2541386,18,Male,No,Excellent,B.Sc
EMP102345,IT,1944368,13,Female,No,Poor,M.Sc
EMP102346,Customer Support,1222300,9,Female,No,Good,B.Sc
EMP102347,Administration,844494,6,Female,Yes,Good,MCA
EMP102348,R&D,829377,3,Male,No,Poor,MBA
EMP102349,Sales,852034,4,Female,No,Good,BE
EMP102351,Legal,1603934,7,Male,No,Average,B.Tech
EMP102352,R&D,829615,3,Female,No,Excellent,M.Tech
EMP102353,R&D,1552770,10,Female,No,Excellent,BCA
EMP102354,Finance,893131,6,Female,No,Average,M.Com
EMP102355,Legal,1656499,8,Male,No,Good,B.Tech
EMP102356,Legal,1052391,6,Male,No,Good,M.Com
EMP102357,Operations,789043,6,Male,No,Good,B.Tech
EMP102358,Marketing,1942855,12,Female,Yes,Poor,M.Com
EMP102359,HR,1924910,14,Male,No,Good,BE
EMP102360,HR,405394,0,Female,No,Good,BCA
EMP102361,Marketing,1007001,5,Female,No,Poor,B.Com
EMP102362,Administration,1719943,12,Female,No,Excellent,BE
EMP102364,Operations,976089,5,Male,No,Average,M.Com
EMP102365,Legal,1761661,7,Female,No,Good,BBA
EMP102366,Administration,1354267,9,Male,No,Average,B.Com
EMP102367,Operations,1096161,9,Male,No,Good,MCA
EMP102368,Legal,2390497,12,Male,No,Good,BE
EMP102369,Marketing,3007314,17,Female,Yes,Good,M.Sc
EMP102370,R&D,1521998,8,Male,No,Good,MBA
EMP102371,Finance,2863036,19,Male,No,Excellent,M.Com
EMP102372,Marketing,2039198,11,Female,No,Good,PhD
EMP102373,Customer Support,1103528,10,Male,No,Good,BE
EMP102374,HR,379246,1,Male,No,Good,BE
EMP102376,Customer Support,679161,4,Female,No,Good,B.Tech
EMP102377,Marketing,1050263,6,Female,No,Good,PhD
EMP102378,Marketing,2966529,16,Female,No,Poor,B.Tech
EMP102379,Marketing,1011145,6,Female,No,Average,B.Com
EMP102380,IT,1375656,9,Female,No,Poor,B.Com
EMP102381,Marketing,1247430,10,Male,No,Excellent,M.Tech
EMP102382,Finance,1064428,6,Female,No,Good,M.Com
EMP102383,Legal,566758,0,Male,No,Poor,M.Com
EMP102384,R&D,1367201,7,Female,No,Good,MCA
EMP102385,Marketing,1259124,8,Female,No,Poor,MCA
EMP102386,Customer Support,1205878,7,Female,No,Good,M.Com
EMP102387,Administration,1282356,10,Female,No,Excellent,MCA
EMP102388,Sales,948001,4,Female,No,Average,B.Com
EMP102389,Marketing,1332059,7,Male,No,Poor,B.Com
EMP102390,Sales,741391,4,Male,No,Average,B.Sc
EMP102391,Customer Support,448039,0,Male,No,Average,B.Sc
EMP102392,Marketing,533806,0,Male,Yes,Good,B.Com
EMP102393,Customer Support,785995,4,Male,No,Average,M.Sc
EMP102394,IT,527665,1,Male,No,Poor,MBA
EMP102395,IT,2083732,15,Female,No,Good,M.Sc
EMP102396,IT,1082831,5,Male,No,Good,BBA
EMP102397,Administration,2047537,17,Male,No,Average,M.Tech
EMP102398,R&D,2370944,14,Female,No,Good,B.Tech
EMP102399,Operations,1687859,13,Male,No,Average,MCA
EMP102400,Customer Support,1640911,11,Male,No,Average,PhD
EMP102401,IT,1497165,10,Female,No,Average,BE
EMP102402,Operations,1149171,9,Male,No,Good,M.Com
EMP102403,Marketing,2096595,12,Male,No,Excellent,M.Sc
EMP102404,Operations,2687548,16,Male,No,Good,MBA
EMP102405,Sales,1114743,7,Male,No,Good,B.Sc
EMP102406,HR,1656549,12,Female,No,Excellent,PhD
EMP102407,IT,550838,0,Female,No,Excellent,MCA
EMP102409,Marketing,729487,3,Female,No,Excellent,MBA
EMP102410,Operations,1731181,13,Male,No,Excellent,B.Tech
EMP102411,IT,815647,3,Female,No,Excellent,BBA
EMP102412,Customer Support,1166556,7,Female,No,Good,B.Tech
EMP102413,Operations,406609,0,Female,No,Average,MBA
EMP102414,R&D,865317,6,Female,No,Good,BCA
EMP102415,Marketing,981364,6,Male,No,Good,BBA
EMP102416,Sales,1864842,11,Male,No,Excellent,M.Sc
EMP102417,R&D,1319074,8,Male,No,Poor,B.Com
EMP102418,IT,1100011,6,Female,No,Good,MBA
EMP102419,Operations,1584800,14,Female,No,Average,BCA
EMP102420,HR,1520446,11,Male,No,Excellent,BBA
EMP102421,Customer Support,964496,8,Female,No,Excellent,M.Com
EMP102422,IT,929342,4,Female,No,Excellent,M.Sc
EMP102423,Finance,1037557,5,Male,No,Average,MCA
EMP102424,R&D,1258993,9,Female,No,Good,BE
EMP102425,HR,802275,6,Female,No,Good,BCA
EMP102426,IT,2391153,19,Male,No,Excellent,M.Com
EMP102427,Legal,1092636,5,Female,Yes,Good,PhD
EMP102428,Legal,1696467,9,Male,No,Average,MBA
EMP102429,HR,1614676,14,Female,No,Good,M.Tech
EMP102430,Finance,1823871,13,Female,No,Excellent,M.Com
EMP102431,Customer Support,1413139,12,Female,No,Average,M.Com
EMP102432,Operations,895411,6,Female,Yes,Excellent,MCA
EMP102433,Finance,634123,3,Male,No,Average,M.Tech
EMP102434,Sales,796301,5,Male,No,Good,MCA
EMP102435,Marketing,1384427,9,Male,No,Good,M.Sc
EMP102436,Sales,2068340,13,Male,No,Good,M.Com
EMP102437,IT,694889,3,Male,No,Average,PhD
EMP102438,Finance,831055,4,Female,No,Average,B.Com
EMP102439,IT,1127368,6,Male,No,Average,B.Sc
EMP102440,IT,530139,0,Female,No,Good,M.Tech
EMP102441,R&D,979357,5,Female,No,Average,BE
EMP102442,Sales,1103632,8,Female,No,Good,M.Com
EMP102443,Administration,1118902,8,Male,No,Good,MCA
EMP102444,Administration,1456510,11,Female,No,Excellent,MBA
EMP102445,Sales,2076026,13,Male,No,Average,MBA
EMP102446,Sales,1044238,5,Male,No,Good,BBA
EMP102447,Sales,998859,6,Female,No,Average,M.Com
EMP102448,Operations,1430348,12,Male,No,Good,M.Sc
EMP102449,Operations,1425748,8,Female,No,Good,M.Com
EMP102450,Administration,1844336,12,Female,No,Average,PhD
EMP102451,Legal,506670,0,Female,No,Average,BBA
EMP102452,Legal,2618284,16,Female,No,Good,B.Tech
EMP102453,Customer Support,992316,7,Female,No,Good,B.Tech
EMP102454,Finance,1344301,7,Female,No,Excellent,PhD
EMP102455,Operations,1945792,12,Female,No,Excellent,MBA
EMP102456,Legal,2942199,17,Male,No,Average,BBA
EMP102457,HR,918910,4,Female,No,Excellent,MBA
EMP102458,Operations,424768,0,Female,No,Average,MBA
EMP102459,Legal,1971298,11,Male,No,Excellent,PhD
EMP102460,IT,872962,4,Female,No,Good,B.Tech
EMP102461,HR,985241,5,Female,No,Excellent,BCA
EMP102462,Sales,809209,6,Female,No,Average,BCA
EMP102463,Legal,2044192,11,Male,No,Excellent,PhD
EMP102464,Customer Support,350000,0,Male,Yes,Average,B.Com
EMP102465,R&D,687911,2,Male,No,Average,M.Tech
EMP102466,Sales,475597,0,Male,Yes,Good,B.Tech
EMP102467,Marketing,2115066,12,Male,No,Excellent,PhD
EMP102468,HR,579982,2,Male,No,Excellent,M.Tech
EMP102469,HR,1050986,9,Female,No,Excellent,M.Sc
EMP102470,IT,1407776,8,Female,No,Average,PhD
EMP102471,HR,1557884,11,Female,No,Good,BE
EMP102472,Administration,1916963,14,Male,No,Average,BBA
EMP102473,Finance,2169982,15,Male,No,Average,BBA
EMP102474,HR,1275719,7,Female,No,Good,B.Tech
EMP102475,Sales,2877061,16,Female,No,Good,BCA
EMP102476,Marketing,840134,6,Male,No,Average,PhD
EMP102477,Operations,910929,4,Female,No,Good,BCA
EMP102478,HR,431018,1,Male,No,Good,PhD
EMP102479,Marketing,2160045,19,Male,No,Good,B.Tech
EMP102480,Sales,427747,0,Male,No,Good,MCA
EMP102481,R&D,601930,0,Male,No,Good,M.Sc
EMP102482,Finance,647125,3,Male,No,Average,PhD
EMP102483,Finance,858381,5,Female,No,Good,MCA
EMP102484,Legal,1156436,6,Female,No,Good,BBA
EMP102485,Legal,591828,1,Male,No,Average,MBA
EMP102486,Legal,2497904,14,Male,No,Poor,MCA
EMP102487,Administration,928564,6,Female,No,Good,MCA
EMP102488,Customer Support,943098,7,Male,No,Poor,M.Sc
EMP102489,Sales,1889471,11,Male,No,Good,B.Com
EMP102490,Administration,408351,0,Female,No,Average,BBA
EMP102491,Operations,1313573,7,Male,No,Good,BCA
EMP102492,Finance,765030,3,Female,No,Average,B.Sc
EMP102493,Sales,506271,1,Female,No,Excellent,BCA
EMP102495,HR,520716,3,Male,Yes,Good,M.Sc
EMP102496,Marketing,1722729,11,Female,No,Good,MCA
EMP102497,Operations,1935255,11,Female,Yes,Good,BCA
EMP102498,Administration,1257251,8,Female,No,Average,M.Com
EMP102499,Finance,1570060,12,Male,No,Good,BBA
EMP102500,Operations,2014430,12,Male,No,Average,B.Com
EMP102501,Legal,2052952,12,Male,No,Excellent,B.Tech
EMP102502,Sales,1360693,10,Male,No,Good,BCA
EMP102503,HR,1535675,12,Female,No,Good,MCA
EMP102504,IT,1537561,7,Female,No,Average,B.Tech
EMP102505,Sales,1275904,7,Male,No,Good,M.Sc
EMP102506,IT,860713,4,Female,No,Excellent,MBA
EMP102507,IT,821798,2,Female,No,Good,B.Sc
EMP102508,Customer Support,841854,5,Male,No,Average,B.Com
EMP102509,IT,3254435,19,Female,No,Average,B.Com
EMP102510,Administration,1065564,9,Female,No,Excellent,MCA
EMP102511,Customer Support,1044849,8,Male,No,Average,B.Tech
EMP102512,Marketing,641064,3,Female,No,Average,M.Tech
EMP102514,R&D,861686,4,Female,No,Good,B.Sc
EMP102515,Administration,1170405,8,Male,No,Good,PhD
EMP102516,Finance,417748,0,Male,No,Excellent,BE
EMP102517,Operations,2454776,16,Female,No,Good,BE
EMP102518,Administration,895950,4,Male,No,Average,B.Com
EMP102519,Customer Support,1029983,8,Male,No,Excellent,PhD
EMP102520,Marketing,856139,5,Male,No,Average,BE
EMP102521,R&D,950000,11,Female,No,Average,B.Com
EMP102522,Sales,397435,1,Male,No,Excellent,B.Tech
EMP102523,Marketing,1127683,9,Female,No,Excellent,MBA
EMP102524,R&D,1869318,12,Male,No,Excellent,B.Com
EMP102525,R&D,1123956,5,Male,No,Good,B.Tech
EMP102526,Finance,559916,0,Male,No,Average,BCA
EMP102527,Operations,1886665,12,Male,No,Good,MCA
EMP102528,Marketing,2448055,17,Female,No,Good,MBA
EMP102529,HR,393506,1,Female,Yes,Average,B.Sc
EMP102530,R&D,2547311,16,Female,No,Good,M.Com
EMP102531,Customer Support,459373,1,Male,Yes,Good,MCA
EMP102532,Customer Support,678583,5,Male,No,Good,M.Com
EMP102533,Operations,1189729,9,Male,No,Good,MBA
EMP102534,Legal,1534974,9,Male,No,Average,BBA
EMP102535,R&D,1586300,8,Female,No,Average,B.Sc
EMP102536,HR,1055104,9,Female,No,Good,B.Sc
EMP102537,IT,680137,3,Male,No,Good,MCA
EMP102538,Sales,672107,3,Male,No,Good,B.Tech
EMP102539,HR,1983959,11,Female,No,Average,B.Sc
EMP102540,HR,2258506,17,Female,No,Good,MBA
EMP102541,IT,1630564,7,Female,No,Good,BE
EMP102542,R&D,1312036,8,Female,No,Good,BBA
EMP102543,Operations,921921,5,Male,No,Good,B.Sc
EMP102544,R&D,2299219,15,Female,No,Good,MCA
EMP102545,Operations,920930,4,Male,No,Good,BCA
EMP102546,Legal,962865,5,Male,No,Good,M.Sc
EMP102547,Operations,892777,5,Female,No,Good,B.Tech
EMP102548,Operations,2075398,16,Male,No,Poor,B.Tech
EMP102549,HR,1399818,7,Female,No,Average,B.Tech
EMP102550,Marketing,732994,2,Female,No,Excellent,PhD
EMP102551,Operations,1039223,10,Male,Yes,Good,M.Com
EMP102552,IT,701486,2,Male,No,Poor,M.Com
EMP102553,Legal,1140204,6,Female,No,Good,BBA
EMP102554,Legal,1040981,4,Male,No,Excellent,B.Tech
EMP102555,Operations,1138740,8,Female,No,Average,MCA
EMP102556,Finance,1391446,9,Male,No,Excellent,B.Tech
EMP102557,Legal,2098851,13,Male,No,Average,M.Sc
EMP102558,Marketing,1458112,8,Male,No,Average,PhD
EMP102559,Administration,1048577,8,Female,No,Excellent,PhD
EMP102560,IT,1165953,5,Male,No,Excellent,B.Com
EMP102561,Administration,1324179,8,Male,No,Good,PhD
EMP102562,Administration,802155,4,Female,No,Excellent,PhD
EMP102563,Finance,975439,4,Male,No,Good,MBA
EMP102564,Sales,1081113,8,Male,No,Excellent,BCA
EMP102565,IT,1181683,9,Male,No,Average,BBA
EMP102566,R&D,896044,5,Male,No,Good,B.Com
EMP102567,Finance,439280,0,Female,Yes,Good,BCA
EMP102568,Customer Support,1210946,7,Female,No,Excellent,M.Com
EMP102569,Marketing,1506257,9,Male,Yes,Excellent,MCA
EMP102570,Finance,639830,3,Male,No,Good,BE
EMP102571,Sales,1827242,13,Male,No,Average,M.Tech
EMP102572,Sales,1190641,8,Female,No,Average,BBA
EMP102573,HR,614415,3,Female,No,Average,B.Tech
EMP102574,R&D,595558,0,Female,Yes,Poor,M.Sc
EMP102575,R&D,992643,4,Male,Yes,Average,M.Sc
EMP102576,Sales,1076009,9,Male,No,Good,MBA
EMP102577,Finance,2201309,12,Male,No,Good,B.Com
EMP102578,Operations,862263,6,Male,No,Good,MCA
EMP102579,Customer Support,989191,9,Male,No,Average,BBA
EMP102580,Finance,1317137,9,Male,No,Average,MBA
EMP102581,Operations,659224,3,Male,No,Good,BBA
EMP102582,IT,1481644,9,Female,No,Excellent,M.Com
EMP102583,Customer Support,790181,5,Male,No,Good,MCA
EMP102584,IT,1177802,4,Male,No,Good,BCA
EMP102585,Operations,1627415,11,Male,No,Excellent,M.Tech
EMP102586,Finance,1312301,8,Female,No,Good,M.Tech
EMP102587,Finance,1526266,7,Female,No,Good,M.Com
EMP102588,Operations,1544005,15,Female,No,Good,MBA
EMP102589,IT,2293883,11,Male,No,Average,B.Tech
EMP102590,IT,891590,4,Female,Yes,Poor,BBA
EMP102591,R&D,1652970,9,Male,No,Excellent,B.Sc
EMP102592,Administration,1060504,7,Female,No,Good,MBA
EMP102593,Operations,881308,5,Male,No,Good,MBA
EMP102594,Customer Support,1065656,8,Female,Yes,Poor,BCA
EMP102595,Legal,475536,0,Male,Yes,Good,BE
EMP102596,HR,1855406,13,Female,No,Average,M.Com
EMP102597,Marketing,1104577,8,Male,No,Good,B.Com
EMP102598,Customer Support,819094,5,Female,No,Good,BBA
EMP102599,Finance,663929,2,Female,No,Good,MCA
EMP102600,R&D,2089805,11,Male,No,Good,M.Sc
EMP102601,IT,681342,2,Female,No,Average,M.Tech
EMP102602,Sales,1429264,7,Male,No,Average,BCA
EMP102603,R&D,1661844,8,Female,No,Excellent,B.Tech
EMP102604,Sales,689265,2,Male,Yes,Good,PhD
EMP102605,Customer Support,1182982,8,Female,No,Average,M.Sc
EMP102606,Administration,1594923,11,Female,No,Good,PhD
EMP102607,Marketing,1784218,12,Male,No,Average,B.Sc
EMP102608,Sales,1298896,9,Female,No,Average,M.Tech
EMP102609,R&D,1160679,6,Male,No,Excellent,M.Sc
EMP102610,Administration,1048010,9,Female,No,Good,MCA
EMP102611,Marketing,1405257,7,Male,No,Excellent,B.Com
EMP102612,Administration,1297655,10,Male,No,Average,PhD
EMP102613,R&D,1128141,6,Female,Yes,Poor,BE
EMP102614,R&D,896144,4,Male,No,Good,PhD
EMP102615,Operations,1285978,8,Male,No,Good,M.Tech
EMP102616,R&D,1246924,8,Female,No,Good,B.Tech
EMP102617,Sales,406540,0,Female,Yes,Good,M.Sc
EMP102618,Customer Support,1190757,8,Female,No,Good,M.Sc
EMP102619,IT,1323733,9,Female,No,Excellent,MCA
EMP102620,IT,1338285,7,Female,No,Poor,MBA
EMP102621,Administration,400340,1,Female,Yes,Poor,B.Com
EMP102622,Marketing,1257948,7,Female,No,Good,BCA
EMP102623,IT,1217481,10,Female,No,Excellent,M.Tech
EMP102624,Customer Support,1041040,8,Female,No,Poor,PhD
EMP102625,Legal,2505986,11,Male,Yes,Average,B.Tech
EMP102626,Finance,450016,0,Male,No,Average,B.Com
EMP102627,Sales,1194574,7,Male,No,Excellent,PhD
EMP102628,Administration,1310572,7,Female,No,Excellent,M.Tech
EMP102629,R&D,1492118,7,Female,No,Good,B.Com
EMP102631,Finance,903993,4,Female,No,Good,PhD
EMP102632,Finance,829454,5,Male,No,Good,BBA
EMP102633,Legal,1464320,10,Female,No,Average,M.Com
EMP102634,Operations,1405500,8,Male,No,Good,BCA
EMP102635,Customer Support,1071612,10,Male,No,Average,B.Sc
EMP102636,Operations,1342816,8,Female,No,Excellent,B.Tech
EMP102637,Customer Support,755596,6,Female,No,Excellent,B.Tech
EMP102638,Operations,573038,3,Male,No,Average,B.Com
EMP102639,R&D,1162153,4,Female,No,Good,BCA
EMP102640,Customer Support,1276270,7,Male,Yes,Good,MBA
EMP102641,HR,2437300,16,Male,No,Average,BBA
EMP102642,R&D,1501611,9,Male,No,Poor,MCA
EMP102643,Customer Support,1120376,8,Male,No,Good,M.Tech
EMP102644,Customer Support,443606,0,Female,No,Good,M.Tech
EMP102645,Administration,698537,6,Male,No,Good,MCA
EMP102646,Marketing,981806,5,Female,Yes,Good,BBA
EMP102647,Administration,886187,6,Male,No,Good,B.Tech
EMP102648,Finance,1077394,5,Male,No,Good,M.Com
EMP102649,IT,994354,6,Female,No,Poor,B.Sc
